content,read,time,class_label
上午追套的晚上睡不着了。,100,2021/7/17 11:30,Negative
果然到3187,102,2021/7/17 13:01,Neutral
独树一帆,123,2021/7/17 13:01,Neutral
真的怕了,104,2021/7/17 13:02,Negative
给新读者解释一下，简单说就是暴跌第二天的走势是有大,172,2021/7/17 13:03,Negative
未带量反弹，还要跌,81,2021/7/17 13:06,Negative
又要大跌了,108,2021/7/17 13:06,Negative
全清了，过一段时间再回来，这样折腾心脏受不了,92,2021/7/17 13:07,Negative
快跑快跑快跑,104,2021/7/17 13:09,Negative
牛市终结，哀鸿遍野,89,2021/7/17 13:10,Negative
我发起了一个投票，【#上证指数#此次做空的会是谁？】,947,2021/7/17 13:14,Neutral
市场没信心了,97,2021/7/17 13:14,Neutral
兄弟们可以抄家伙做空了,135,2021/7/17 13:14,Negative
我发起了一个投票，【#上证指数#今天会不会破3200】，,1791,2021/7/17 13:15,Neutral
背的很，自己买的几个股票跌的一塌糊涂，大盘跌很跌，,113,2021/7/17 13:15,Negative
不补缺绝不涨！,102,2021/7/17 13:15,Neutral
国家队跑哪去了？此时不护盘更待何时？,447,2021/7/17 13:17,Negative
东风无力百花残,96,2021/7/17 13:17,Negative
人的张扬洒脱总是略显青涩。哪里来的钱多少都会回到哪,124,2021/7/17 13:18,Neutral
我一身轻松，静看满地鸡毛绚烂,153,2021/7/17 13:18,Negative
大盘这么跌逻辑在哪？,126,2021/7/17 13:20,Negative
人心散了，韭菜不好带了，慢牛也泡汤了？,121,2021/7/17 13:23,Negative
3200又变成一个压力点了，你们上面的到底怎么想的啊,123,2021/7/17 13:25,Neutral
继续调整，哥不怕，哥就是要抄你的底[胜利],122,2021/7/17 13:28,Positive
昨天砸白酒，今天砸券商,113,2021/7/17 13:28,Negative
抓紧补缺口,120,2021/7/17 13:33,Negative
看来是要补缺口了直接到3100吧把缺口补了,99,2021/7/17 13:34,Negative
慢牛行情来了,134,2021/7/17 13:36,Positive
千万别听托忽悠！看看下跌的量越来越大就知道了。还有,99,2021/7/17 13:36,Negative
那些股神们怎么都不说话了？[大笑][大笑],115,2021/7/17 13:37,Neutral
今天还是一地鸡毛,111,2021/7/17 13:37,Negative
跌到位了，尾盘拉红,140,2021/7/17 13:37,Negative
夺命三阴，下周一还有一根大阴线,123,2021/7/17 13:38,Negative
主力在配合北向买股，然后再帮北向抬花轿,132,2021/7/17 13:39,Neutral
散户割肉盘还没出来，还继续跌,106,2021/7/17 13:39,Negative
真正的表演，2点开始！,136,2021/7/17 13:41,Neutral
打到了短期牛熊分界线了,130,2021/7/17 13:48,Neutral
个人感觉大盘勉强算回踩20日线，短期调整到位。,144,2021/7/17 13:48,Negative
继续跌啊！下面两缺口不补么？长痛不如短痛，就100点,133,2021/7/17 13:54,Negative
无惧做空砸盘，还会做多，静等.,104,2021/7/17 13:56,Negative
我发起了一个投票，【#上证指数#下周一会涨到3300吗？,600,2021/7/17 13:56,Neutral
看图,117,2021/7/17 13:57,Neutral
离目标点2800点建仓还有400点，等你…………,151,2021/7/17 13:59,Positive
A50暴拉，周末特大利好，你们跑吧，我接盘,123,2021/7/17 14:03,Negative
疯狂的两点半完了。,145,2021/7/17 14:04,Negative
听说10分钟后才能准备完毕,114,2021/7/17 14:04,Neutral
两点半快到了，跳水冠军准备好,139,2021/7/17 14:07,Negative
最后这个上跳缺口不补为好,120,2021/7/17 14:08,Negative
作为散户我在这里说一句话，想在股市赚钱真的真的太难,154,2021/7/17 14:08,Neutral
十年后再来看你,153,2021/7/17 14:08,Neutral
退二进一模式开启,141,2021/7/17 14:11,Negative
吹响了反攻集结号,116,2021/7/17 14:11,Positive
没量，出货出不动了？,127,2021/7/17 14:13,Negative
调整结束，冲鸭！3689,179,2021/7/17 14:13,Positive
股市里赚不到钱的永远是那种进进出出的散户，熊市出了,163,2021/7/17 14:20,Negative
在清醒时套难！在温水中慢慢把你吃掉却难防呀！,122,2021/7/17 14:21,Negative
这不是反弹，牛市才刚刚开始，扶我起来，我还能赌！！,114,2021/7/17 14:31,Positive
大概率涨跌正负0.5[大笑][鼓掌][鼓掌][思考][思考][思,103,2021/7/17 14:31,Positive
一只穿云箭千军万马来相见,148,2021/7/17 14:35,Neutral
缩量止跌今日沪指终于在连续三天大幅下挫后止跌于20日,220,2021/7/17 14:41,Negative
今天是想买又不敢买，还是忍一忍等星期一看看情况再说,139,2021/7/17 14:42,Neutral
指数到哪里是利益决定的[大笑],131,2021/7/17 14:43,Neutral
下去吧你,100,2021/7/17 14:43,Negative
泰和科技没涨，低估绩增小盘次新，慎入且时机难选！,118,2021/7/17 14:43,Neutral
上窜下跳,126,2021/7/17 14:47,Negative
下周3100反弹,109,2021/7/17 14:50,Positive
快速离场,144,2021/7/17 14:59,Negative
绝对高开低走,243,2021/7/20 9:33,Negative
当天买入股票，当天不是可以卖出一次吗？我怎么卖不出,598,2021/7/20 9:40,Positive
割肉走人，看来庄真的跑了，连续下跌就没好事,219,2021/7/20 9:42,Negative
变盘十字星[傲],198,2021/7/20 9:46,Neutral
小心，不破不立管住手，不听鸡狗忽悠,227,2021/7/20 9:47,Negative
江西长运：2020年公司计划实现营业收入22亿元,605,2021/7/20 9:48,Neutral
惯用手法,267,2021/7/20 9:48,Neutral
狗庄今天肯定高开低走，所以我跑了，庄赶紧跌,206,2021/7/20 9:50,Negative
暴跌行情的牛市正在开启！！,292,2021/7/20 9:52,Negative
今天盘面军工航母飞机，顺便旅旅游。哪里散户少哪里有,209,2021/7/20 9:53,Neutral
无语,139,2021/7/20 9:56,Neutral
谁跑谁吃面,163,2021/7/20 10:00,Negative
拉起来砸盘,166,2021/7/20 10:00,Negative
预备:跳,196,2021/7/20 10:01,Negative
【你离1亿有多远】500万，31个涨停板或10%复利成1亿；,975,2021/7/20 10:02,Neutral
别装了，快下来吧。,222,2021/7/20 10:18,Negative
有个问题想了解下，为什么创业板跌其他都在升我理解，,458,2021/7/20 10:25,Positive
宁愿踏进，也不抢反弹，套人行情，专割韭菜！,196,2021/7/20 10:25,Negative
今天小涨，明天又要逃命，2000亿的解禁潮过2天就来了,203,2021/7/20 10:33,Negative
我居然完美踏空，恭喜大家赚钱。,189,2021/7/20 10:34,Positive
验启动暨培训会在泰州中国医药城召开。今年3月，复星,273,2021/7/20 10:34,Neutral
大盘涨，个股不涨,183,2021/7/20 10:40,Positive
涨了2个点，我的还是绿的。。。。。都涨的啥玩意,432,2021/7/20 10:47,Positive
明天调整指数吗？,205,2021/7/20 10:50,Negative
中国的股市是讲究趋势的，在国家力推实体经济的当下，,410,2021/7/20 10:52,Neutral
上证指数跌2个点我股票跌停，涨2个点我股票不动[哭],330,2021/7/20 10:53,Neutral
今科技股求也蓝不成了,287,2021/7/20 10:55,Neutral
转发,231,2021/7/20 10:58,Neutral
拉高出货，赚了就走,204,2021/7/20 11:02,Negative
2700,161,2021/7/20 11:03,Neutral
2020.7.20：你准备好了吗！,383,2021/7/20 11:05,Neutral
我发起了一个投票，【#上证指数#今天能碰五天线吗？】,467,2021/7/20 11:05,Neutral
到位了吧，反弹到这5日线。再见吧。下面还有一浪跌。,191,2021/7/20 11:06,Negative
王府井主力真的去欧亚集团吗？，你．我要不要跟！今天,212,2021/7/20 11:09,Neutral
套完就跑，诱多行情。,198,2021/7/20 11:13,Negative
拉指数有啥用？！,315,2021/7/20 11:15,Positive
今天站上3300点，收复五日线，明天攻击十日均线3350。,213,2021/7/20 11:17,Positive
这是牛市回头吗？,474,2021/7/20 11:19,Positive
涨的太离谱了吧？呵呵大家都挺有钱的嘛，继续加油追高,262,2021/7/20 11:22,Positive
指数赚回来了，但钱没了，曰,205,2021/7/20 11:26,Positive
跌这么多个股像屎，涨这么多个股一个点，奶奶个腿,203,2021/7/20 11:30,Negative
不盲目跟进，以防骗接盘，毕竟数千亿解禁盘，凭什么要,246,2021/7/20 11:30,Neutral
今天买入的明天要吃套，5日线压力来了,692,2021/7/20 13:13,Negative
大盘处于下跌通道，今天的大涨为周三的暴跌埋下了引线,204,2021/7/20 13:16,Negative
逼空,147,2021/7/20 13:24,Negative
成交额还没到4000万，跑那么高,203,2021/7/20 13:27,Negative
权重强拉，下午歇菜,138,2021/7/20 13:31,Negative
15.41能过就大牛不过就等着做三个月韭菜吧,279,2021/7/20 13:37,Negative
大盘就这个量，呵呵，[空仓][空仓][空仓][空仓][空仓],267,2021/7/20 13:42,Negative
外资已流出32亿了,171,2021/7/20 13:53,Negative
又将开始下杀！每天上涨10个点下杀5个点，程慢牛向上,204,2021/7/20 13:57,Negative
都在等待看下午跳水，请开始你的表演，能不能让大家尽,198,2021/7/20 14:00,Negative
赶紧割韭菜,242,2021/7/20 14:01,Negative
感谢祖国给我减仓的机会，终于从满仓降成了半仓[鼓掌],617,2021/7/20 14:03,Negative
未来牛股光启技术！我发现一个从0到1预期差极大的股票,6752,2021/7/20 14:08,Neutral
下来,119,2021/7/20 14:09,Negative
今天站稳3333,136,2021/7/20 14:17,Neutral
何时还会有15年那样一波？,148,2021/7/20 14:24,Neutral
套牢盘不可能解开,164,2021/7/20 14:34,Negative
指数回单3300点，亏的钱一分没回,174,2021/7/20 14:35,Negative
稳点不行吗，老是暴涨暴跌受不了,189,2021/7/20 14:35,Neutral
今年热门的就是医药和科技了，超级真菌类的医药股,251,2021/7/20 14:37,Neutral
跟着我的节奏，冲！,192,2021/7/20 14:39,Positive
前几天我暴跌151点，令股市大跌，今天我涨100点，你们,150,2021/7/20 14:48,Negative
6成仓位持股。,172,2021/7/20 14:55,Positive
只有靠金融赚点,158,2021/7/20 14:55,Neutral
不跑没机会了。,281,2021/7/20 14:55,Negative
我今天把话放这，稀土股随便买,199,2021/7/20 14:58,Positive
空仓了是不是很怂,170,2021/7/20 14:59,Negative
明天会不会大盘继续往下走，低开到2000点左右,174,2021/7/20 15:00,Negative
蚂蚁金服上市是本年度最大利空,646,2021/7/21 9:31,Negative
今天大盘再怎么也要摸一下3350，减仓也不是现在减，高,288,2021/7/21 9:55,Negative
中石油和中芯最大的区别就是,346,2021/7/21 9:58,Neutral
庞然大物又来吸血了！！赶紧跑吧。,252,2021/7/21 9:59,Negative
怎么感觉这坑挖得有点大！,221,2021/7/21 10:00,Negative
解套俺就不玩了.事实证明了每次操作都是在打脸呀,214,2021/7/21 10:04,Negative
今天成交量太低了吧,279,2021/7/21 10:07,Negative
无量上涨诱多,214,2021/7/21 10:09,Negative
韭菜长势不错，等等割...,172,2021/7/21 10:10,Negative
逃亡的最后机会。下一个目标0点[鼓掌],285,2021/7/21 10:15,Negative
今天的心电图[滴汗][滴汗],280,2021/7/21 10:18,Neutral
资金在科技和金融里一天一跑，没有吸水的，飘着的来回,336,2021/7/21 10:29,Negative
跳水即将开始，系好安全带。,220,2021/7/21 10:33,Negative
持股不动看你们表演，大不了持股三年哈哈哈,193,2021/7/21 10:35,Neutral
强势股，在调整市道，不可一再指标高位钝化！！！例如,240,2021/7/21 10:36,Negative
下跌开始放量,136,2021/7/21 10:36,Negative
没人玩了，主力鸡狗你们自嗨去吧！,185,2021/7/21 10:38,Neutral
高开低走，直接再次闷杀套牢盘,172,2021/7/21 10:42,Negative
给大家梳理一下外资的操盘手法：就如同钓鱼一样，正常,423,2021/7/21 10:42,Neutral
转发,164,2021/7/21 10:43,Neutral
建议发行新股申购中签统一改为:1手(100股)让更多人受,320,2021/7/21 10:44,Neutral
做势的贵州茅台，撑得起大盘的回调吗？？？扯淡吧！,182,2021/7/21 10:51,Negative
很有可能一溃千里！,164,2021/7/21 10:52,Negative
给大股东套现[大笑][大笑][大笑][大笑][大笑],178,2021/7/21 10:55,Negative
绿啦[大笑][大笑][大笑][大笑],143,2021/7/21 10:55,Negative
把昨天追高的又套进去了，真是牛,189,2021/7/21 10:57,Negative
又要跳水了？,148,2021/7/21 10:57,Negative
昨天拉高就是稳定人气，要科创板和创业板逃离的最后时,274,2021/7/21 11:00,Negative
这根本就不是牛市了，好好的牛市开端被活生生的毁了。,172,2021/7/21 11:04,Negative
全是坑啊d(),177,2021/7/21 11:06,Negative
下午回踩3288,145,2021/7/21 11:07,Negative
上午还在琢磨创新高下午就得逃命了[惨!关灯吃面],178,2021/7/21 11:07,Negative
恢复常态化行情了，所谓的牛市已经结束！以前怎么玩，,336,2021/7/21 11:08,Negative
明天是大暑（大输），韭菜们懂的,245,2021/7/21 11:11,Negative
大盘的目标位杀到3060附近，拭目以待吧。,334,2021/7/21 11:11,Negative
昨天诱多诱的妙呀又套了不少散户,199,2021/7/21 11:16,Negative
，我亏本跑了你就红。,188,2021/7/21 11:27,Negative
管住手，现在不是进场的时候。,236,2021/7/21 13:16,Negative
[满仓][满仓][满仓][满仓][满仓][满仓][满仓][看多][,175,2021/7/21 13:29,Positive
大盘是跌的，NMN是逆势涨的，强势尽显，只是刚刚开始,243,2021/7/21 13:30,Positive
今天大盘看这是要高开低走。距离3358还要几天,193,2021/7/21 13:33,Negative
要跌就痛快点诱多的成分,164,2021/7/21 13:33,Negative
双顶已经形成，快跑,206,2021/7/21 13:34,Negative
午后指数平稳开盘，小幅拉升，预计午后会继续维持震荡,208,2021/7/21 13:37,Positive
行情结束了洗洗睡吧,170,2021/7/21 13:37,Negative
别再瞎折腾了，还是先补缺口吧！,312,2021/7/21 13:39,Negative
下午开始缩量,160,2021/7/21 13:41,Negative
现在空仓歇一下！,276,2021/7/21 13:44,Negative
星源材质这个票大家可以关注,150,2021/7/21 13:45,Neutral
今天散户成主力军能有活跃吗,181,2021/7/21 13:50,Neutral
看好妖王中信证券,183,2021/7/21 13:58,Neutral
是别装了下来，还是洗洗更健康？,233,2021/7/21 14:00,Negative
估计今天就震荡了,124,2021/7/21 14:05,Neutral
又套住了[哭],128,2021/7/21 14:07,Negative
昨天是内资拉高的，今天就卖了，真服你们了[大笑][大,138,2021/7/21 14:11,Negative
双手,144,2021/7/21 14:15,Neutral
根本没有延长交易时间的必要！死水一潭，像老三板一样,195,2021/7/21 14:15,Neutral
A股套你没商量,132,2021/7/21 14:18,Negative
主力起床干活了,172,2021/7/21 14:33,Neutral
跟我预测一致果然尾盘拉高,142,2021/7/21 14:34,Negative
韭菜注定就是韭菜。韭菜想着跌的时候大盘恰恰相反。,180,2021/7/21 14:35,Negative
下跌到3200做双底,169,2021/7/21 14:43,Negative
你想想，前段时间割的韭菜，连洗带腌咸菜。不需要一段,279,2021/7/21 14:43,Negative
快快撤出资金！,175,2021/7/21 14:44,Negative
万科突然发现有个北京城建股价5元多的票，其投资国信,250,2021/7/21 14:45,Neutral
明天大杀，今天买入的全部埋葬,431,2021/7/21 14:48,Negative
都知道大面积解禁科技股，股市会一地鸡毛，今天这量！,230,2021/7/21 14:50,Negative
好压抑赶紧收盘盘,196,2021/7/21 14:51,Neutral
走势鬼鬼祟祟，遮遮掩掩，形同偷鸡摸狗,184,2021/7/21 14:56,Negative
搞的跟股灾一样,200,2021/7/21 14:58,Negative
今天必须砸盘，明天上万点,182,2021/7/22 9:31,Negative
没看出什么,170,2021/7/22 9:32,Neutral
3300点一日游,151,2021/7/22 9:39,Neutral
大A还是从前那个少年，没有一丝丝改变。。。,165,2021/7/22 9:42,Neutral
PTA，白糖，焦煤期货何时跟上现货的价格？是期货公司,137,2021/7/22 9:49,Neutral
没补缺快跑！！！,173,2021/7/22 9:51,Negative
重磅！为什么，今天是股市的一个新纪元？,651,2021/7/22 9:52,Neutral
全盘皆红，跌比涨多，看不懂,221,2021/7/22 9:57,Positive
你敢再拉20点么？？,573,2021/7/22 10:00,Neutral
瀑布在哪里？,228,2021/7/22 10:05,Negative
空仓在这说话好天真又看戏,160,2021/7/22 10:06,Negative
转发,131,2021/7/22 10:08,Neutral
今天暴涨  全仓杀入,569,2021/7/22 10:10,Positive
逃命了,180,2021/7/22 10:15,Negative
今天可能做上海300ETF4800沽购双杀,283,2021/7/22 10:18,Negative
券商觉醒。全力支持国家队规划经济蓝图。乃是我国经济,229,2021/7/22 10:22,Neutral
今天收复3400,139,2021/7/22 10:23,Positive
只剩出货了,150,2021/7/22 10:29,Negative
又在拉金融股！一日游追赶必被套！[亏大了],206,2021/7/22 10:30,Negative
李大霄又出来讲话了说是慢牛，唉！完犊子了！,208,2021/7/22 10:35,Negative
老铁们这两天我没少鼓励大家拿稳了别被北向资金忽悠出,316,2021/7/22 10:51,Positive
大盘大跌3天我亏20%多，大盘涨三天，我还是亏20多！无,194,2021/7/22 10:52,Negative
为什么券商这时候拉？？,360,2021/7/22 10:52,Positive
劵商拉大盘不敢跟进,159,2021/7/22 10:53,Positive
果然我一空仓你就牛逼了,227,2021/7/22 10:56,Negative
没量，明天必跌,169,2021/7/22 10:57,Negative
疯牛开始,212,2021/7/22 10:58,Positive
说好的慢牛呢？,374,2021/7/22 10:58,Neutral
中国股市肯定走的是牛市行情,215,2021/7/22 11:06,Positive
强擼之末,239,2021/7/22 11:12,Negative
一股都不会买，自娱自乐吧。看你表演,150,2021/7/22 11:15,Neutral
指数大涨了股票居然跌的,156,2021/7/22 11:16,Positive
披星戴月的垃圾公司股票去了你竟然没大跌，算你狠，自,410,2021/7/22 11:18,Negative
大涨3天了，判断正确，明天不知道,140,2021/7/22 11:20,Positive
2020.7.22：HOLD 不住了？,158,2021/7/22 11:25,Neutral
今天涨停，大家全仓,171,2021/7/22 11:26,Positive
牛市已经到了，卖房炒股,147,2021/7/22 11:27,Positive
我不信魔咒不跌，继续空仓等补缺口！,135,2021/7/22 13:01,Negative
草率了,122,2021/7/22 13:10,Neutral
3350支撑点，不要慌，不像像个韭菜似的,177,2021/7/22 13:14,Negative
一直在想，这B怎么跟A50涨幅那么相似，有实际数据关键,116,2021/7/22 13:15,Positive
疫苗行情，当然要收+2%,167,2021/7/22 13:18,Neutral
感觉大盘今天不正常,246,2021/7/22 13:26,Neutral
马上跳水啦,170,2021/7/22 13:28,Negative
完犊子了券商掩护撤退,134,2021/7/22 13:38,Negative
今天这到底是什么形式，大神解答一下,341,2021/7/22 13:38,Neutral
浙数文化是阿里淘宝概念,483,2021/7/22 13:41,Neutral
废铜烂铁,120,2021/7/22 13:41,Negative
我愿称之为跳水王,163,2021/7/22 13:44,Negative
继续像下调整，出来了下周再来,188,2021/7/22 13:44,Negative
午后猛跳水，又发深套,140,2021/7/22 13:45,Negative
广州浪奇直线拉升！,159,2021/7/22 13:48,Positive
散户朋友们，清仓股票吧，套死主力,157,2021/7/22 13:50,Negative
加油！,110,2021/7/22 13:54,Positive
化工股里有黄金[大笑]信不信任你啊[大笑]反正俺就信[,199,2021/7/22 13:56,Neutral
该跑的早跑了，留下的就忍耐吧。,123,2021/7/22 13:58,Negative
大盘已经就活了很多企业，现在可以开始卖货，下跌状态,145,2021/7/22 14:16,Negative
大盘见顶了,122,2021/7/22 14:18,Negative
双顶构建完成,164,2021/7/22 14:23,Negative
这就是传说中的慢牛行情！,206,2021/7/22 14:31,Positive
破箱体肯定是有一刀要下来的，还不如爽快一点，一刀到,118,2021/7/22 14:32,Negative
放量下跌不妙,104,2021/7/22 14:34,Negative
闷杀,121,2021/7/22 14:36,Negative
套装,153,2021/7/22 14:37,Negative
2点半准时跳水，一点都不意外。,137,2021/7/22 14:37,Negative
中国跳水全球第一,130,2021/7/22 14:37,Negative
看看跌幅榜没有加大跌幅，这是主力用权重股在打压指数,125,2021/7/22 14:39,Neutral
尾盘跳水，A股惯用伎俩，见怪不怪，割起韭菜连根都挖[,134,2021/7/22 14:39,Negative
请老师分析一下两面针和银星能源这两只股票,156,2021/7/22 14:40,Neutral
垃圾股市[大笑],201,2021/7/22 14:43,Negative
直线跳啊！,124,2021/7/22 14:43,Negative
冲高回落，新指数丢人丢到姥姥家了,163,2021/7/22 14:43,Negative
走的漂亮，绿油油一片,143,2021/7/22 14:45,Negative
知道什么叫垃圾市了，呸，,124,2021/7/22 14:45,Negative
高开低走，平开低走，低开低走[大笑],118,2021/7/22 14:46,Negative
这水跳的漂亮，我的三个股票都绿，大盘凭啥涨这么多，,166,2021/7/22 14:47,Negative
做头完毕,135,2021/7/22 14:47,Negative
一天操作风风火火，临了临了回到原点,155,2021/7/22 14:47,Negative
一群不要脸的尾盘来砸，真混蛋,139,2021/7/22 14:48,Negative
空头要死赶命的跑看来明天要涨呀！,147,2021/7/22 14:48,Negative
同志們，明天星期四！有大黑,158,2021/7/22 14:50,Negative
要跳水？？？？？？？,154,2021/7/22 14:50,Negative
没想到被我言中,152,2021/7/22 14:54,Neutral
今天又是主力的诱多吧，上次暴跌没出完货，拉两天继续,170,2021/7/22 14:55,Negative
收盘3333,141,2021/7/22 14:56,Neutral
这缺口看样子必补了！,235,2021/7/22 14:58,Negative
测试下新指数的效果,316,2021/7/23 9:32,Positive
马上就要翻红了，今天会涨的，还不进场。,216,2021/7/23 9:42,Positive
看的准的，能赚到钱的股票并不多。你能做到不赌的股票,202,2021/7/23 9:48,Neutral
要涨！,373,2021/7/23 9:52,Positive
今天是星期四啊，明白人你懂的,209,2021/7/23 9:58,Neutral
最后的逃跑机会？,203,2021/7/23 10:00,Negative
没量了,182,2021/7/23 10:02,Negative
点位不保啊,164,2021/7/23 10:10,Negative
今天又套一批人啊,176,2021/7/23 10:11,Negative
看谁跑的快，鸟兽散,157,2021/7/23 10:12,Negative
一地鸡毛，买股票还不如买基金,242,2021/7/23 10:13,Negative
混蛋玩意！明知拉不起来非要开盘上拉把散户套死在高位,197,2021/7/23 10:15,Negative
昨天就暗示你们闪了，满意吗？,202,2021/7/23 10:20,Negative
黑色星期四了[滴汗]感觉今天大盘跌3.5个点都算少的了[,196,2021/7/23 10:22,Negative
啥情况？,216,2021/7/23 10:22,Neutral
回到3100左右,176,2021/7/23 10:22,Negative
3333就是惨，惨，惨，惨,198,2021/7/23 10:24,Negative
北向资金瞬间30亿走了？,214,2021/7/23 10:24,Neutral
跌回两千八,176,2021/7/23 10:26,Negative
真是黑色周四啊,534,2021/7/23 10:27,Negative
你还相信有牛市吗,197,2021/7/23 10:27,Negative
这种的话有资金应该抄底，就目前的点位现在是10:30。,210,2021/7/23 10:29,Positive
黑色星期四！跳水,221,2021/7/23 10:34,Negative
好健康的牛,128,2021/7/23 10:40,Positive
上涨满仓踏空，下跌非但没躲过，下跌更猛，这就是中国,434,2021/7/23 10:44,Positive
已空仓的我，什么都不说，只能说蒙对了。。。,167,2021/7/23 10:45,Negative
$万通地产(SH600246)$今天大盘又耽误你一下，拿着！,919,2021/7/23 10:47,Neutral
3333就是散散散散的意思,192,2021/7/23 10:48,Neutral
中国加油,167,2021/7/23 10:49,Positive
从哪来，回哪去？,198,2021/7/23 10:49,Negative
这就是国家队的3333.16吗？[滴汗][滴汗][滴汗][滴汗][,143,2021/7/23 10:50,Neutral
什么情况？还真的跌下来了。[亏大了][亏大了][亏大了],204,2021/7/23 10:51,Negative
"现在知道3333.16是""闪闪闪闪要溜""还是""上上上上要留""",214,2021/7/23 10:54,Neutral
带量下杀，这次估计是冲着缺口去的，,150,2021/7/23 10:54,Negative
瞬间满仓，关了不看了，看了闹心。[胜利][胜利][胜利],211,2021/7/23 10:56,Positive
马3，今天早上追高了，呜呜,174,2021/7/23 10:56,Positive
补缺口开始！,161,2021/7/23 10:57,Negative
我发起了一个投票，【#上证指数#有多少被套的】，快来,785,2021/7/23 10:58,Neutral
买在3000点 亏在3200多点 服了,161,2021/7/23 10:58,Negative
黑四又来啦,149,2021/7/23 10:59,Negative
又割了一波韭菜，留个韭菜头，否则，下次连韭菜苗都没,142,2021/7/23 10:59,Negative
垃圾，垃圾～,130,2021/7/23 11:00,Negative
牛逼哄哄的，今天收跌3.58,158,2021/7/23 11:01,Negative
关灯吃面[哭],166,2021/7/23 11:01,Negative
不破不立3249快点到，我等这点位进场,153,2021/7/23 11:02,Neutral
险资入市好机会啊,156,2021/7/23 11:03,Positive
又可以等待机会全仓打进去了,183,2021/7/23 11:03,Positive
今天头都被锤爆了，锁仓！,174,2021/7/23 11:04,Negative
看到深股通在买进了吗,169,2021/7/23 11:04,Positive
趋势走坏，择机离场,223,2021/7/23 11:05,Negative
我发起了一个投票，【#上证指数#今天收盘时大盘能跌六,1204,2021/7/23 11:05,Neutral
不补缺口，没行情！,183,2021/7/23 11:06,Negative
前两天我们一直提示逢高出局，短期有风险，今天全部应,156,2021/7/23 11:08,Negative
你敢上去我就敢加仓，你敢么,442,2021/7/23 11:15,Positive
3083等你奥。,148,2021/7/23 11:16,Neutral
3500!~3500!~还没到呢！怎么能下来呢！,173,2021/7/23 11:28,Neutral
跑跑跑啊啊啊啊，每次反弹都是机会，下午还有大跌200,134,2021/7/23 11:29,Negative
不要卖，加仓,159,2021/7/23 13:06,Positive
伦敦金1869大顶对冲量化空空空,300,2021/7/23 13:14,Negative
兄弟手里一个亿可以出了，砸晕散户,163,2021/7/23 13:15,Negative
天论外部如何变化，股友们，请相信自己，相信我们的国,145,2021/7/23 13:16,Neutral
补3165缺口吧！破了才立稳！,114,2021/7/23 13:19,Negative
[为什么][滴汗],115,2021/7/23 13:25,Neutral
拯救大盘的也只能是医药板块了,123,2021/7/23 13:36,Neutral
还不跳，等人进去再跳？,154,2021/7/23 13:41,Negative
掉头了,158,2021/7/23 13:41,Negative
两市最垃圾的绩优股我投002223鱼跃医疗,189,2021/7/23 13:44,Neutral
以后专门做涨停板，一板二板，赚钱就是那么快,692,2021/7/23 13:46,Positive
中国股市加油，我相信我们会胜利的，起来起来起来,161,2021/7/23 13:47,Positive
T+0？,163,2021/7/23 13:48,Neutral
基金二季度所谓重仓股已时过境迁，应理性看待,1501,2021/7/23 13:51,Neutral
大局已定，扶好坐稳，摔下来概不负责[想一下][想一下],163,2021/7/23 13:56,Negative
所有人都知道！今天落！！！！！,161,2021/7/23 13:57,Negative
下来了,130,2021/7/23 13:57,Negative
统共3000多点的大盘动辄五六十点的涨跌幅，大家觉得正,168,2021/7/23 13:59,Neutral
最近大盘大幅震荡，是主力在调仓换股，大盘才到3400多,148,2021/7/23 14:03,Neutral
利害阿我的哥,128,2021/7/23 14:08,Neutral
个股都被压成狗，你涨它没涨,154,2021/7/23 14:09,Negative
小恺终于跟上大盘脚步了,140,2021/7/23 14:09,Neutral
金针探底,138,2021/7/23 14:13,Negative
今天真强！深V,120,2021/7/23 14:23,Positive
贵州茅台，工商银行，建设银行，中国平安，中国人寿，,288,2021/7/23 14:26,Neutral
真的大A你就不能给点力，真是够了,130,2021/7/23 14:32,Neutral
神奇2.30跳水开始,157,2021/7/23 14:32,Negative
神奇的两点半见证时刻,144,2021/7/23 14:32,Neutral
2点30跌下去，有没有道理？,91,2021/7/23 14:33,Negative
跳水就是买入的好机会，明天看涨,129,2021/7/23 14:33,Negative
尾盘还要拉回来的,123,2021/7/23 14:34,Positive
指数还不如不拉,116,2021/7/23 14:34,Positive
不带这样玩的,111,2021/7/23 14:34,Neutral
闪闪要闪，闪喽,497,2021/7/23 14:36,Negative
抓住最后上车机会吧！[傲][傲][傲],191,2021/7/23 14:37,Positive
翻红呀呀，我支付宝200积分[亏大了],245,2021/7/23 14:42,Positive
又是一天血亏，指数涨跌都不跟了，一个劲血亏？？？,156,2021/7/23 14:44,Negative
A指微跌，为毛个股跌成狗了[哭][哭][哭],173,2021/7/23 14:51,Negative
都怕丢了筹码，下探立即v转，揉搓线短线看涨，满仓投,217,2021/7/23 14:54,Positive
不好意思今天金融石油拖累了大盘！！！！！！！！！！,142,2021/7/23 14:55,Neutral
这样的走势不妙呀，缩量上涨，下跌放量。,128,2021/7/23 14:58,Negative
微调微调，个股再跌也是选股问题了,154,2021/7/23 14:58,Negative
2020年7月23号周四股市总结：（大盘成交5463亿）,332,2021/7/23 15:00,Neutral
开跌模式启动了！,187,2021/7/24 9:32,Negative
这段时间管住手，好自为之，不然越来越多,150,2021/7/24 9:33,Negative
